OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER00472,CUST0269,2025-02-01,Canvas Print,43.82
ORDER00973,CUST0208,2025-02-01,Flyer,9.64
ORDER00343,CUST0172,2025-02-02,Flyer,10.88
ORDER00520,CUST0170,2025-02-02,Greeting Card,5.38
ORDER00764,CUST0087,2025-02-02,Canvas Print,37.01
ORDER00828,CUST0216,2025-02-02,Canvas Print,43.26
ORDER00954,CUST0084,2025-02-02,Photo Book,27.86
ORDER00144,CUST0017,2025-02-03,Business Card,13.24
ORDER00193,CUST0266,2025-02-03,Greeting Card,5.09
ORDER00450,CUST0218,2025-02-03,Poster,16.42
ORDER00494,CUST0090,2025-02-03,Flyer,10.33
ORDER00547,CUST0223,2025-02-03,Business Card,12.76
ORDER00234,CUST0234,2025-02-04,Flyer,10.4
ORDER00321,CUST0036,2025-02-04,Canvas Print,45.47
ORDER00230,CUST0082,2025-02-05,Poster,16.27
ORDER00738,CUST0152,2025-02-05,Poster,12.75
ORDER00793,CUST0276,2025-02-05,Canvas Print,44.56
ORDER00120,CUST0029,2025-02-06,Poster,17.95
ORDER00257,CUST0009,2025-02-06,Canvas Print,37.8
ORDER00272,CUST0075,2025-02-06,Flyer,9.25
ORDER00289,CUST0098,2025-02-06,Greeting Card,5.59
ORDER00336,CUST0042,2025-02-06,Poster,15.29
ORDER00344,CUST0102,2025-02-06,Canvas Print,45.87
ORDER00545,CUST0233,2025-02-06,Flyer,10.11
ORDER00580,CUST0058,2025-02-06,Canvas Print,44.55
ORDER00740,CUST0177,2025-02-06,Greeting Card,5.23
ORDER00013,CUST0273,2025-02-07,Photo Book,20.33
ORDER00478,CUST0105,2025-02-07,Poster,15.29
ORDER00488,CUST0261,2025-02-07,Greeting Card,5.42
ORDER00569,CUST0175,2025-02-07,Poster,17.13
ORDER00126,CUST0101,2025-02-08,Greeting Card,4.8
ORDER00202,CUST0054,2025-02-08,Flyer,10.13
ORDER00411,CUST0039,2025-02-08,Flyer,8.44
ORDER00510,CUST0216,2025-02-08,Canvas Print,40.44
ORDER00934,CUST0156,2025-02-08,Business Card,10.14
ORDER00001,CUST0259,2025-02-10,Canvas Print,45.41
ORDER00008,CUST0013,2025-02-10,Poster,13.51
ORDER00417,CUST0236,2025-02-10,Poster,15.31
ORDER00787,CUST0270,2025-02-10,Canvas Print,38.1
ORDER00284,CUST0027,2025-02-11,Flyer,10.58
ORDER00369,CUST0016,2025-02-11,Greeting Card,5.19
ORDER00532,CUST0158,2025-02-12,Greeting Card,5.24
ORDER00739,CUST0050,2025-02-12,Flyer,11.19
ORDER00066,CUST0231,2025-02-13,Business Card,10.93
ORDER00429,CUST0073,2025-02-13,Business Card,10.2
ORDER00804,CUST0120,2025-02-13,Flyer,11.92
ORDER00004,CUST0010,2025-02-14,Flyer,9.07
ORDER00868,CUST0220,2025-02-14,Canvas Print,39.01
ORDER00166,CUST0189,2025-02-15,Poster,17.08
ORDER00415,CUST0185,2025-02-15,Poster,17.15
ORDER00587,CUST0271,2025-02-16,Photo Book,25.15
ORDER00923,CUST0203,2025-02-16,Flyer,8.8
ORDER00823,CUST0206,2025-02-18,Flyer,10.78
ORDER00897,CUST0224,2025-02-18,Photo Book,25.14
ORDER00925,CUST0271,2025-02-18,Photo Book,24.08
ORDER00927,CUST0141,2025-02-18,Business Card,9.74
ORDER00929,CUST0290,2025-02-18,Photo Book,22.81
ORDER00262,CUST0246,2025-02-19,Business Card,12.49
ORDER00288,CUST0168,2025-02-19,Business Card,12.14
ORDER00779,CUST0163,2025-02-19,Greeting Card,5.21
ORDER00948,CUST0039,2025-02-19,Canvas Print,43.88
ORDER00196,CUST0055,2025-02-20,Business Card,10.33
ORDER00201,CUST0255,2025-02-20,Business Card,11.89
ORDER00203,CUST0249,2025-02-20,Photo Book,21.68
ORDER00206,CUST0067,2025-02-20,Greeting Card,4.71
ORDER00283,CUST0117,2025-02-20,Photo Book,26.33
ORDER00877,CUST0073,2025-02-20,Canvas Print,32.8
ORDER00989,CUST0175,2025-02-20,Poster,15.81
ORDER00362,CUST0268,2025-02-21,Poster,16.33
ORDER00535,CUST0258,2025-02-21,Business Card,12.22
ORDER00531,CUST0160,2025-02-22,Greeting Card,5.92
ORDER00178,CUST0019,2025-02-23,Photo Book,20.99
ORDER00281,CUST0076,2025-02-23,Poster,17.23
ORDER00346,CUST0275,2025-02-23,Greeting Card,5.64
ORDER00440,CUST0199,2025-02-24,Greeting Card,5.56
ORDER00654,CUST0267,2025-02-24,Flyer,9.41
ORDER00452,CUST0259,2025-02-25,Business Card,13.95
ORDER00770,CUST0111,2025-02-25,Photo Book,21.63
ORDER00972,CUST0152,2025-02-25,Flyer,9.84
ORDER00983,CUST0167,2025-02-25,Flyer,10.17
ORDER00722,CUST0150,2025-02-26,Canvas Print,34.27
ORDER00906,CUST0117,2025-02-26,Canvas Print,45.84
ORDER00279,CUST0165,2025-02-27,Poster,17.58
ORDER00433,CUST0061,2025-02-27,Greeting Card,5.36
ORDER00177,CUST0144,2025-02-28,Greeting Card,4.27
ORDER00863,CUST0287,2025-02-28,Business Card,10
