OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER00115,CUST0127,2025-12-02,Flyer,8.69
ORDER00306,CUST0011,2025-12-02,Poster,14.39
ORDER00508,CUST0289,2025-12-02,Business Card,10.93
ORDER00762,CUST0100,2025-12-03,Greeting Card,5
ORDER00815,CUST0001,2025-12-03,Greeting Card,5.1
ORDER00855,CUST0145,2025-12-03,Poster,15.7
ORDER00928,CUST0275,2025-12-03,Photo Book,22.1
ORDER00059,CUST0067,2025-12-04,Canvas Print,45.5
ORDER00124,CUST0267,2025-12-04,Business Card,11.75
ORDER00327,CUST0154,2025-12-04,Flyer,8.84
ORDER00524,CUST0007,2025-12-04,Poster,13.38
ORDER00709,CUST0243,2025-12-04,Poster,13.03
ORDER00151,CUST0180,2025-12-05,Business Card,12.12
ORDER00382,CUST0103,2025-12-05,Greeting Card,5.81
ORDER00546,CUST0017,2025-12-05,Greeting Card,4.78
ORDER00963,CUST0220,2025-12-05,Poster,14.09
ORDER00268,CUST0109,2025-12-06,Flyer,8.01
ORDER00338,CUST0039,2025-12-06,Photo Book,20.34
ORDER00552,CUST0224,2025-12-06,Photo Book,29.53
ORDER00311,CUST0232,2025-12-07,Greeting Card,4.61
ORDER00996,CUST0150,2025-12-07,Flyer,9.07
ORDER00250,CUST0215,2025-12-08,Business Card,11.05
ORDER00373,CUST0250,2025-12-08,Poster,14.04
ORDER00477,CUST0267,2025-12-08,Canvas Print,42.61
ORDER00586,CUST0039,2025-12-08,Canvas Print,34.85
ORDER00638,CUST0214,2025-12-08,Greeting Card,5.09
ORDER00766,CUST0014,2025-12-08,Photo Book,28.51
ORDER00909,CUST0153,2025-12-08,Flyer,8.14
ORDER00961,CUST0277,2025-12-09,Flyer,8.31
ORDER00091,CUST0095,2025-12-10,Greeting Card,5.44
ORDER00109,CUST0210,2025-12-10,Greeting Card,5.78
ORDER00700,CUST0003,2025-12-10,Business Card,12.62
ORDER00137,CUST0063,2025-12-11,Greeting Card,5.09
ORDER00589,CUST0157,2025-12-11,Photo Book,22.54
ORDER00933,CUST0239,2025-12-11,Business Card,14.04
ORDER00516,CUST0169,2025-12-12,Canvas Print,37.4
ORDER00821,CUST0161,2025-12-12,Flyer,8.27
ORDER00071,CUST0254,2025-12-13,Greeting Card,5.76
ORDER00167,CUST0049,2025-12-13,Flyer,10.12
ORDER00517,CUST0269,2025-12-13,Business Card,13.08
ORDER00657,CUST0088,2025-12-13,Greeting Card,4.93
ORDER00161,CUST0084,2025-12-14,Greeting Card,4.01
ORDER00334,CUST0061,2025-12-15,Poster,15.5
ORDER00708,CUST0025,2025-12-15,Photo Book,27.08
ORDER00854,CUST0114,2025-12-15,Greeting Card,5.45
ORDER00422,CUST0003,2025-12-16,Flyer,10.92
ORDER00471,CUST0227,2025-12-16,Poster,14.05
ORDER00673,CUST0077,2025-12-16,Canvas Print,32.83
ORDER00862,CUST0147,2025-12-16,Canvas Print,46.24
ORDER00991,CUST0108,2025-12-16,Photo Book,21.18
ORDER00116,CUST0106,2025-12-17,Canvas Print,42.21
ORDER00453,CUST0262,2025-12-17,Photo Book,22.67
ORDER00870,CUST0063,2025-12-17,Greeting Card,4.46
ORDER00030,CUST0291,2025-12-18,Flyer,10.71
ORDER00329,CUST0201,2025-12-18,Flyer,9.61
ORDER00062,CUST0015,2025-12-19,Business Card,11.7
ORDER00037,CUST0089,2025-12-20,Business Card,11.87
ORDER00314,CUST0055,2025-12-20,Canvas Print,41.23
ORDER00395,CUST0015,2025-12-20,Poster,13.53
ORDER00757,CUST0040,2025-12-20,Poster,16.85
ORDER00805,CUST0044,2025-12-20,Greeting Card,5.11
ORDER00841,CUST0126,2025-12-20,Business Card,10.62
ORDER00143,CUST0210,2025-12-21,Photo Book,25.79
ORDER00198,CUST0178,2025-12-21,Canvas Print,47.53
ORDER00576,CUST0029,2025-12-21,Business Card,13.27
ORDER00055,CUST0104,2025-12-22,Canvas Print,40.59
ORDER00086,CUST0261,2025-12-22,Flyer,10.87
ORDER00216,CUST0120,2025-12-22,Photo Book,25.83
ORDER00413,CUST0245,2025-12-22,Canvas Print,44.33
ORDER00582,CUST0226,2025-12-22,Poster,15.31
ORDER00749,CUST0243,2025-12-22,Greeting Card,4.62
ORDER00817,CUST0035,2025-12-22,Business Card,10.29
ORDER00065,CUST0289,2025-12-23,Canvas Print,32.71
ORDER00210,CUST0264,2025-12-23,Photo Book,25.07
ORDER00278,CUST0017,2025-12-23,Greeting Card,5.53
ORDER00356,CUST0081,2025-12-23,Flyer,11.67
ORDER00410,CUST0227,2025-12-23,Poster,14.86
ORDER00679,CUST0090,2025-12-23,Flyer,11.04
ORDER00774,CUST0130,2025-12-23,Flyer,8.77
ORDER00039,CUST0042,2025-12-24,Greeting Card,4.54
ORDER00866,CUST0069,2025-12-25,Greeting Card,5.63
ORDER00884,CUST0102,2025-12-25,Business Card,11.3
ORDER00585,CUST0099,2025-12-26,Canvas Print,44.93
ORDER00357,CUST0215,2025-12-27,Business Card,13.06
ORDER00403,CUST0034,2025-12-27,Greeting Card,4.95
ORDER00437,CUST0062,2025-12-27,Canvas Print,32.69
ORDER00445,CUST0148,2025-12-27,Flyer,11.64
ORDER00645,CUST0277,2025-12-27,Business Card,11.35
ORDER00656,CUST0179,2025-12-27,Photo Book,25.16
ORDER00031,CUST0213,2025-12-28,Poster,12.79
ORDER00263,CUST0278,2025-12-29,Flyer,10.37
ORDER00414,CUST0236,2025-12-29,Business Card,9.61
ORDER00839,CUST0294,2025-12-30,Canvas Print,39.19
ORDER00871,CUST0073,2025-12-30,Canvas Print,40.75
ORDER00117,CUST0092,2025-12-31,Photo Book,27.41
ORDER00162,CUST0177,2025-12-31,Canvas Print,38.17
ORDER00562,CUST0012,2025-12-31,Greeting Card,5.46
ORDER00974,CUST0049,2025-12-31,Greeting Card,5.44
