OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER00435,CUST0295,2025-08-01,Flyer,10.32
ORDER00630,CUST0153,2025-08-01,Greeting Card,4.29
ORDER00985,CUST0146,2025-08-01,Poster,14.49
ORDER00023,CUST0001,2025-08-03,Greeting Card,4.68
ORDER00301,CUST0282,2025-08-03,Flyer,11.29
ORDER00319,CUST0289,2025-08-03,Greeting Card,5.36
ORDER00538,CUST0012,2025-08-03,Greeting Card,5.12
ORDER00842,CUST0234,2025-08-03,Flyer,11.76
ORDER00945,CUST0263,2025-08-03,Poster,14.66
ORDER00460,CUST0009,2025-08-04,Canvas Print,36.28
ORDER00442,CUST0260,2025-08-05,Canvas Print,33.6
ORDER00556,CUST0278,2025-08-05,Poster,17.52
ORDER00087,CUST0157,2025-08-06,Greeting Card,5.91
ORDER00228,CUST0285,2025-08-06,Photo Book,21.48
ORDER00339,CUST0291,2025-08-06,Photo Book,22.15
ORDER00361,CUST0089,2025-08-06,Greeting Card,5.65
ORDER00499,CUST0114,2025-08-06,Business Card,12.69
ORDER00354,CUST0264,2025-08-07,Canvas Print,41.01
ORDER00832,CUST0217,2025-08-07,Poster,16.03
ORDER00731,CUST0213,2025-08-08,Greeting Card,4.62
ORDER00860,CUST0289,2025-08-08,Poster,16.46
ORDER00937,CUST0144,2025-08-08,Flyer,11.77
ORDER00133,CUST0202,2025-08-09,Greeting Card,4.77
ORDER00176,CUST0286,2025-08-09,Flyer,10.13
ORDER00316,CUST0152,2025-08-09,Canvas Print,32.1
ORDER00611,CUST0012,2025-08-09,Poster,14.49
ORDER00736,CUST0220,2025-08-09,Photo Book,20.16
ORDER00158,CUST0154,2025-08-10,Photo Book,23.4
ORDER00164,CUST0118,2025-08-10,Poster,15.58
ORDER00322,CUST0239,2025-08-10,Photo Book,22.42
ORDER00573,CUST0251,2025-08-10,Greeting Card,4.92
ORDER00468,CUST0216,2025-08-11,Canvas Print,34.91
ORDER00518,CUST0045,2025-08-11,Business Card,12.19
ORDER00808,CUST0108,2025-08-11,Greeting Card,4.41
ORDER00169,CUST0224,2025-08-12,Poster,15.48
ORDER00320,CUST0250,2025-08-12,Photo Book,21.13
ORDER00560,CUST0192,2025-08-12,Poster,12.09
ORDER00717,CUST0183,2025-08-12,Canvas Print,34
ORDER00795,CUST0171,2025-08-12,Flyer,11.96
ORDER00363,CUST0143,2025-08-14,Poster,13.63
ORDER00392,CUST0171,2025-08-14,Poster,17.07
ORDER00761,CUST0008,2025-08-14,Photo Book,28.16
ORDER00106,CUST0218,2025-08-15,Canvas Print,38.6
ORDER00300,CUST0292,2025-08-15,Canvas Print,46.99
ORDER00479,CUST0123,2025-08-15,Flyer,11.52
ORDER00723,CUST0037,2025-08-15,Business Card,10.62
ORDER00943,CUST0132,2025-08-15,Photo Book,20.08
ORDER00449,CUST0226,2025-08-16,Flyer,8.13
ORDER00489,CUST0226,2025-08-16,Poster,17.62
ORDER00627,CUST0024,2025-08-18,Business Card,11.65
ORDER00874,CUST0089,2025-08-18,Flyer,8.82
ORDER00119,CUST0051,2025-08-19,Poster,16.97
ORDER00997,CUST0293,2025-08-19,Business Card,11.21
ORDER00021,CUST0076,2025-08-20,Business Card,11.83
ORDER00227,CUST0036,2025-08-20,Business Card,13.11
ORDER00791,CUST0257,2025-08-20,Business Card,10.16
ORDER00902,CUST0265,2025-08-20,Greeting Card,4.85
ORDER00200,CUST0247,2025-08-21,Greeting Card,5.96
ORDER00081,CUST0216,2025-08-22,Poster,17.29
ORDER00256,CUST0014,2025-08-24,Business Card,14.01
ORDER00370,CUST0199,2025-08-25,Business Card,13.9
ORDER00914,CUST0228,2025-08-26,Business Card,13.6
ORDER00980,CUST0019,2025-08-26,Poster,15.19
ORDER00094,CUST0292,2025-08-27,Poster,17.23
ORDER00625,CUST0199,2025-08-27,Business Card,13.05
ORDER00858,CUST0232,2025-08-27,Greeting Card,5.33
ORDER00341,CUST0229,2025-08-28,Flyer,11.04
ORDER00521,CUST0191,2025-08-28,Poster,16.14
ORDER00662,CUST0080,2025-08-29,Flyer,10.19
ORDER00714,CUST0173,2025-08-29,Business Card,10.07
ORDER00781,CUST0261,2025-08-29,Poster,14.14
ORDER00882,CUST0102,2025-08-29,Photo Book,20.77
ORDER00076,CUST0123,2025-08-30,Canvas Print,39.21
ORDER00265,CUST0004,2025-08-30,Canvas Print,39.62
ORDER00274,CUST0128,2025-08-30,Flyer,8.12
ORDER00302,CUST0029,2025-08-30,Canvas Print,44.95
ORDER00324,CUST0227,2025-08-30,Poster,12.87
ORDER00405,CUST0247,2025-08-31,Greeting Card,6
ORDER00675,CUST0154,2025-08-31,Business Card,11.09
